sourceTypeID,monthID,roadTypeID,dayID,dayVMTFraction
11,6,5,5,0.762365
21,6,1,2,0.237635
21,6,1,5,0.762365
21,6,2,2,0.27882
21,6,2,5,0.72118
21,6,3,2,0.27882
21,6,3,5,0.72118
21,6,4,2,0.237635
21,6,4,5,0.762365
21,6,5,2,0.237635
21,6,5,5,0.762365
31,6,1,2,0.237635
31,6,1,5,0.762365
31,6,2,2,0.27882
31,6,2,5,0.72118
31,6,3,2,0.27882
31,6,3,5,0.72118
31,6,4,2,0.237635
31,6,4,5,0.762365
31,6,5,2,0.237635
31,6,5,5,0.762365
32,6,1,2,0.237635
32,6,1,5,0.762365
32,6,2,2,0.27882
32,6,2,5,0.72118
32,6,3,2,0.27882
32,6,3,5,0.72118
32,6,4,2,0.237635
32,6,4,5,0.762365
32,6,5,2,0.237635
32,6,5,5,0.762365
41,6,1,2,0.237635
41,6,1,5,0.762365
41,6,2,2,0.27882
41,6,2,5,0.72118
41,6,3,2,0.27882
41,6,3,5,0.72118
41,6,4,2,0.237635
41,6,4,5,0.762365
41,6,5,2,0.237635
41,6,5,5,0.762365
42,6,1,2,0.237635
42,6,1,5,0.762365
42,6,2,2,0.27882
42,6,2,5,0.72118
42,6,3,2,0.27882
42,6,3,5,0.72118
42,6,4,2,0.237635
42,6,4,5,0.762365
42,6,5,2,0.237635
42,6,5,5,0.762365
43,6,1,2,0.237635
43,6,1,5,0.762365
43,6,2,2,0.27882
43,6,2,5,0.72118
43,6,3,2,0.27882
43,6,3,5,0.72118
43,6,4,2,0.237635
43,6,4,5,0.762365
43,6,5,2,0.237635
43,6,5,5,0.762365
51,6,1,2,0.237635
51,6,1,5,0.762365
51,6,2,2,0.27882
51,6,2,5,0.72118
51,6,3,2,0.27882
51,6,3,5,0.72118
51,6,4,2,0.237635
51,6,4,5,0.762365
51,6,5,2,0.237635
51,6,5,5,0.762365
52,6,1,2,0.237635
52,6,1,5,0.762365
52,6,2,2,0.27882
52,6,2,5,0.72118
52,6,3,2,0.27882
52,6,3,5,0.72118
52,6,4,2,0.237635
52,6,4,5,0.762365
52,6,5,2,0.237635
52,6,5,5,0.762365
53,6,1,2,0.237635
53,6,1,5,0.762365
53,6,2,2,0.27882
53,6,2,5,0.72118
53,6,3,2,0.27882
53,6,3,5,0.72118
53,6,4,2,0.237635
53,6,4,5,0.762365
53,6,5,2,0.237635
53,6,5,5,0.762365
54,6,1,2,0.237635
54,6,1,5,0.762365
54,6,2,2,0.27882
54,6,2,5,0.72118
54,6,3,2,0.27882
54,6,3,5,0.72118
54,6,4,2,0.237635
54,6,4,5,0.762365
54,6,5,2,0.237635
54,6,5,5,0.762365
61,6,1,2,0.237635
61,6,1,5,0.762365
61,6,2,2,0.27882
61,6,2,5,0.72118
61,6,3,2,0.27882
61,6,3,5,0.72118
61,6,4,2,0.237635
61,6,4,5,0.762365
61,6,5,2,0.237635
61,6,5,5,0.762365
62,6,1,2,0.237635
62,6,1,5,0.762365
62,6,2,2,0.27882
62,6,2,5,0.72118
62,6,3,2,0.27882
62,6,3,5,0.72118
62,6,4,2,0.237635
62,6,4,5,0.762365
62,6,5,2,0.237635
62,6,5,5,0.762365
11,8,1,2,0.237635
11,8,1,5,0.762365
11,8,2,2,0.27882
11,8,2,5,0.72118
11,8,3,2,0.27882
11,8,3,5,0.72118
11,8,4,2,0.237635
11,8,4,5,0.762365
11,8,5,2,0.237635
11,8,5,5,0.762365
21,8,1,2,0.237635
21,8,1,5,0.762365
21,8,2,2,0.27882
21,8,2,5,0.72118
21,8,3,2,0.27882
21,8,3,5,0.72118
21,8,4,2,0.237635
21,8,4,5,0.762365
21,8,5,2,0.237635
21,8,5,5,0.762365
31,8,1,2,0.237635
31,8,1,5,0.762365
31,8,2,2,0.27882
31,8,2,5,0.72118
31,8,3,2,0.27882
31,8,3,5,0.72118
31,8,4,2,0.237635
31,8,4,5,0.762365
31,8,5,2,0.237635
31,8,5,5,0.762365
32,8,1,2,0.237635
32,8,1,5,0.762365
32,8,2,2,0.27882
32,8,2,5,0.72118
32,8,3,2,0.27882
32,8,3,5,0.72118
32,8,4,2,0.237635
32,8,4,5,0.762365
32,8,5,2,0.237635
32,8,5,5,0.762365
41,8,1,2,0.237635
41,8,1,5,0.762365
41,8,2,2,0.27882
41,8,2,5,0.72118
41,8,3,2,0.27882
41,8,3,5,0.72118
41,8,4,2,0.237635
41,8,4,5,0.762365
41,8,5,2,0.237635
41,8,5,5,0.762365
42,8,1,2,0.237635
42,8,1,5,0.762365
42,8,2,2,0.27882
42,8,2,5,0.72118
42,8,3,2,0.27882
42,8,3,5,0.72118
42,8,4,2,0.237635
42,8,4,5,0.762365
42,8,5,2,0.237635
42,8,5,5,0.762365
43,8,1,2,0.237635
43,8,1,5,0.762365
43,8,2,2,0.27882
43,8,2,5,0.72118
43,8,3,2,0.27882
43,8,3,5,0.72118
43,8,4,2,0.237635
43,8,4,5,0.762365
43,8,5,2,0.237635
43,8,5,5,0.762365
51,8,1,2,0.237635
51,8,1,5,0.762365
51,8,2,2,0.27882
51,8,2,5,0.72118
51,8,3,2,0.27882
51,8,3,5,0.72118
51,8,4,2,0.237635
51,8,4,5,0.762365
51,8,5,2,0.237635
51,8,5,5,0.762365
52,8,1,2,0.237635
52,8,1,5,0.762365
52,8,2,2,0.27882
52,8,2,5,0.72118
52,8,3,2,0.27882
52,8,3,5,0.72118
52,8,4,2,0.237635
52,8,4,5,0.762365
52,8,5,2,0.237635
52,8,5,5,0.762365
53,8,1,2,0.237635
53,8,1,5,0.762365
53,8,2,2,0.27882
53,8,2,5,0.72118
53,8,3,2,0.27882
53,8,3,5,0.72118
53,8,4,2,0.237635
53,8,4,5,0.762365
53,8,5,2,0.237635
53,8,5,5,0.762365
54,8,1,2,0.237635
54,8,1,5,0.762365
54,8,2,2,0.27882
54,8,2,5,0.72118
54,8,3,2,0.27882
54,8,3,5,0.72118
54,8,4,2,0.237635
54,8,4,5,0.762365
54,8,5,2,0.237635
54,8,5,5,0.762365
61,8,1,2,0.237635
61,8,1,5,0.762365
61,8,2,2,0.27882
61,8,2,5,0.72118
61,8,3,2,0.27882
61,8,3,5,0.72118
61,8,4,2,0.237635
61,8,4,5,0.762365
61,8,5,2,0.237635
61,8,5,5,0.762365
62,8,1,2,0.237635
62,8,1,5,0.762365
62,8,2,2,0.27882
62,8,2,5,0.72118
62,8,3,2,0.27882
62,8,3,5,0.72118
62,8,4,2,0.237635
62,8,4,5,0.762365
62,8,5,2,0.237635
62,8,5,5,0.762365
11,9,1,2,0.237635
11,9,1,5,0.762365
11,9,2,2,0.27882
11,9,2,5,0.72118
11,9,3,2,0.27882
11,9,3,5,0.72118
11,9,4,2,0.237635
11,9,4,5,0.762365
11,9,5,2,0.237635
11,9,5,5,0.762365
21,9,1,2,0.237635
21,9,1,5,0.762365
21,9,2,2,0.27882
21,9,2,5,0.72118
21,9,3,2,0.27882
21,9,3,5,0.72118
21,9,4,2,0.237635
21,9,4,5,0.762365
21,9,5,2,0.237635
21,9,5,5,0.762365
31,9,1,2,0.237635
31,9,1,5,0.762365
31,9,2,2,0.27882
31,9,2,5,0.72118
31,9,3,2,0.27882
31,9,3,5,0.72118
31,9,4,2,0.237635
31,9,4,5,0.762365
31,9,5,2,0.237635
31,9,5,5,0.762365
32,9,1,2,0.237635
32,9,1,5,0.762365
32,9,2,2,0.27882
32,9,2,5,0.72118
32,9,3,2,0.27882
32,9,3,5,0.72118
32,9,4,2,0.237635
32,9,4,5,0.762365
32,9,5,2,0.237635
32,9,5,5,0.762365
41,9,1,2,0.237635
41,9,1,5,0.762365
41,9,2,2,0.27882
41,9,2,5,0.72118
41,9,3,2,0.27882
41,9,3,5,0.72118
41,9,4,2,0.237635
41,9,4,5,0.762365
41,9,5,2,0.237635
41,9,5,5,0.762365
42,9,1,2,0.237635
42,9,1,5,0.762365
42,9,2,2,0.27882
42,9,2,5,0.72118
42,9,3,2,0.27882
42,9,3,5,0.72118
42,9,4,2,0.237635
42,9,4,5,0.762365
42,9,5,2,0.237635
42,9,5,5,0.762365
43,9,1,2,0.237635
43,9,1,5,0.762365
43,9,2,2,0.27882
43,9,2,5,0.72118
43,9,3,2,0.27882
43,9,3,5,0.72118
43,9,4,2,0.237635
43,9,4,5,0.762365
43,9,5,2,0.237635
43,9,5,5,0.762365
51,9,1,2,0.237635
51,9,1,5,0.762365
51,9,2,2,0.27882
51,9,2,5,0.72118
51,9,3,2,0.27882
51,9,3,5,0.72118
51,9,4,2,0.237635
51,9,4,5,0.762365
51,9,5,2,0.237635
51,9,5,5,0.762365
52,9,1,2,0.237635
52,9,1,5,0.762365
52,9,2,2,0.27882
52,9,2,5,0.72118
52,9,3,2,0.27882
52,9,3,5,0.72118
52,9,4,2,0.237635
52,9,4,5,0.762365
52,9,5,2,0.237635
52,9,5,5,0.762365
53,9,1,2,0.237635
53,9,1,5,0.762365
53,9,2,2,0.27882
53,9,2,5,0.72118
53,9,3,2,0.27882
53,9,3,5,0.72118
53,9,4,2,0.237635
53,9,4,5,0.762365
53,9,5,2,0.237635
53,9,5,5,0.762365
54,9,1,2,0.237635
54,9,1,5,0.762365
54,9,2,2,0.27882
54,9,2,5,0.72118
54,9,3,2,0.27882
54,9,3,5,0.72118
54,9,4,2,0.237635
54,9,4,5,0.762365
54,9,5,2,0.237635
54,9,5,5,0.762365
61,9,1,2,0.237635
61,9,1,5,0.762365
61,9,2,2,0.27882
61,9,2,5,0.72118
61,9,3,2,0.27882
61,9,3,5,0.72118
61,9,4,2,0.237635
61,9,4,5,0.762365
61,9,5,2,0.237635
61,9,5,5,0.762365
62,9,1,2,0.237635
62,9,1,5,0.762365
62,9,2,2,0.27882
62,9,2,5,0.72118
62,9,3,2,0.27882
62,9,3,5,0.72118
62,9,4,2,0.237635
62,9,4,5,0.762365
62,9,5,2,0.237635
62,9,5,5,0.762365
11,10,1,2,0.237635
11,10,1,5,0.762365
11,10,2,2,0.27882
11,10,2,5,0.72118
11,10,3,2,0.27882
11,10,3,5,0.72118
11,10,4,2,0.237635
11,10,4,5,0.762365
11,10,5,2,0.237635
11,10,5,5,0.762365
21,10,1,2,0.237635
21,10,1,5,0.762365
21,10,2,2,0.27882
21,10,2,5,0.72118
21,10,3,2,0.27882
21,10,3,5,0.72118
21,10,4,2,0.237635
21,10,4,5,0.762365
21,10,5,2,0.237635
21,10,5,5,0.762365
31,10,1,2,0.237635
31,10,1,5,0.762365
31,10,2,2,0.27882
31,10,2,5,0.72118
31,10,3,2,0.27882
31,10,3,5,0.72118
31,10,4,2,0.237635
31,10,4,5,0.762365
31,10,5,2,0.237635
31,10,5,5,0.762365
32,10,1,2,0.237635
32,10,1,5,0.762365
32,10,2,2,0.27882
32,10,2,5,0.72118
32,10,3,2,0.27882
32,10,3,5,0.72118
32,10,4,2,0.237635
32,10,4,5,0.762365
32,10,5,2,0.237635
32,10,5,5,0.762365
41,10,1,2,0.237635
41,10,1,5,0.762365
41,10,2,2,0.27882
41,10,2,5,0.72118
41,10,3,2,0.27882
41,10,3,5,0.72118
41,10,4,2,0.237635
41,10,4,5,0.762365
41,10,5,2,0.237635
41,10,5,5,0.762365
42,10,1,2,0.237635
42,10,1,5,0.762365
42,10,2,2,0.27882
42,10,2,5,0.72118
42,10,3,2,0.27882
42,10,3,5,0.72118
42,10,4,2,0.237635
42,10,4,5,0.762365
42,10,5,2,0.237635
42,10,5,5,0.762365
43,10,1,2,0.237635
43,10,1,5,0.762365
43,10,2,2,0.27882
43,10,2,5,0.72118
43,10,3,2,0.27882
43,10,3,5,0.72118
43,10,4,2,0.237635
43,10,4,5,0.762365
43,10,5,2,0.237635
43,10,5,5,0.762365
51,10,1,2,0.237635
51,10,1,5,0.762365
51,10,2,2,0.27882
51,10,2,5,0.72118
51,10,3,2,0.27882
51,10,3,5,0.72118
51,10,4,2,0.237635
51,10,4,5,0.762365
51,10,5,2,0.237635
51,10,5,5,0.762365
52,10,1,2,0.237635
52,10,1,5,0.762365
52,10,2,2,0.27882
52,10,2,5,0.72118
52,10,3,2,0.27882
52,10,3,5,0.72118
52,10,4,2,0.237635
52,10,4,5,0.762365
52,10,5,2,0.237635
52,10,5,5,0.762365
53,10,1,2,0.237635
53,10,1,5,0.762365
53,10,2,2,0.27882
53,10,2,5,0.72118
53,10,3,2,0.27882
53,10,3,5,0.72118
53,10,4,2,0.237635
53,10,4,5,0.762365
53,10,5,2,0.237635
53,10,5,5,0.762365
54,10,1,2,0.237635
54,10,1,5,0.762365
54,10,2,2,0.27882
54,10,2,5,0.72118
54,10,3,2,0.27882
54,10,3,5,0.72118
54,10,4,2,0.237635
54,10,4,5,0.762365
54,10,5,2,0.237635
54,10,5,5,0.762365
61,10,1,2,0.237635
61,10,1,5,0.762365
61,10,2,2,0.27882
61,10,2,5,0.72118
61,10,3,2,0.27882
61,10,3,5,0.72118
61,10,4,2,0.237635
61,10,4,5,0.762365
61,10,5,2,0.237635
61,10,5,5,0.762365
62,10,1,2,0.237635
62,10,1,5,0.762365
62,10,2,2,0.27882
62,10,2,5,0.72118
62,10,3,2,0.27882
62,10,3,5,0.72118
62,10,4,2,0.237635
62,10,4,5,0.762365
62,10,5,2,0.237635
62,10,5,5,0.762365
11,11,1,2,0.237635
11,11,1,5,0.762365
11,11,2,2,0.27882
11,11,2,5,0.72118
11,11,3,2,0.27882
11,11,3,5,0.72118
11,11,4,2,0.237635
11,11,4,5,0.762365
11,11,5,2,0.237635
11,11,5,5,0.762365
21,11,1,2,0.237635
21,11,1,5,0.762365
21,11,2,2,0.27882
21,11,2,5,0.72118
21,11,3,2,0.27882
21,11,3,5,0.72118
21,11,4,2,0.237635
21,11,4,5,0.762365
21,11,5,2,0.237635
21,11,5,5,0.762365
31,11,1,2,0.237635
31,11,1,5,0.762365
31,11,2,2,0.27882
31,11,2,5,0.72118
31,11,3,2,0.27882
31,11,3,5,0.72118
31,11,4,2,0.237635
31,11,4,5,0.762365
31,11,5,2,0.237635
31,11,5,5,0.762365
32,11,1,2,0.237635
32,11,1,5,0.762365
32,11,2,2,0.27882
32,11,2,5,0.72118
32,11,3,2,0.27882
32,11,3,5,0.72118
32,11,4,2,0.237635
32,11,4,5,0.762365
32,11,5,2,0.237635
32,11,5,5,0.762365
41,11,1,2,0.237635
41,11,1,5,0.762365
41,11,2,2,0.27882
41,11,2,5,0.72118
41,11,3,2,0.27882
41,11,3,5,0.72118
41,11,4,2,0.237635
41,11,4,5,0.762365
41,11,5,2,0.237635
41,11,5,5,0.762365
42,11,1,2,0.237635
42,11,1,5,0.762365
42,11,2,2,0.27882
42,11,2,5,0.72118
42,11,3,2,0.27882
42,11,3,5,0.72118
42,11,4,2,0.237635
42,11,4,5,0.762365
42,11,5,2,0.237635
42,11,5,5,0.762365
43,11,1,2,0.237635
43,11,1,5,0.762365
43,11,2,2,0.27882
43,11,2,5,0.72118
43,11,3,2,0.27882
43,11,3,5,0.72118
43,11,4,2,0.237635
43,11,4,5,0.762365
43,11,5,2,0.237635
43,11,5,5,0.762365
51,11,1,2,0.237635
51,11,1,5,0.762365
51,11,2,2,0.27882
51,11,2,5,0.72118
51,11,3,2,0.27882
51,11,3,5,0.72118
51,11,4,2,0.237635
51,11,4,5,0.762365
51,11,5,2,0.237635
51,11,5,5,0.762365
52,11,1,2,0.237635
52,11,1,5,0.762365
52,11,2,2,0.27882
52,11,2,5,0.72118
52,11,3,2,0.27882
52,11,3,5,0.72118
52,11,4,2,0.237635
52,11,4,5,0.762365
52,11,5,2,0.237635
52,11,5,5,0.762365
53,11,1,2,0.237635
53,11,1,5,0.762365
53,11,2,2,0.27882
53,11,2,5,0.72118
53,11,3,2,0.27882
53,11,3,5,0.72118
53,11,4,2,0.237635
53,11,4,5,0.762365
53,11,5,2,0.237635
53,11,5,5,0.762365
54,11,1,2,0.237635
54,11,1,5,0.762365
54,11,2,2,0.27882
54,11,2,5,0.72118
54,11,3,2,0.27882
54,11,3,5,0.72118
54,11,4,2,0.237635
54,11,4,5,0.762365
54,11,5,2,0.237635
54,11,5,5,0.762365
61,11,1,2,0.237635
61,11,1,5,0.762365
61,11,2,2,0.27882
61,11,2,5,0.72118
61,11,3,2,0.27882
61,11,3,5,0.72118
61,11,4,2,0.237635
61,11,4,5,0.762365
61,11,5,2,0.237635
61,11,5,5,0.762365
62,11,1,2,0.237635
62,11,1,5,0.762365
62,11,2,2,0.27882
62,11,2,5,0.72118
62,11,3,2,0.27882
62,11,3,5,0.72118
62,11,4,2,0.237635
62,11,4,5,0.762365
62,11,5,2,0.237635
62,11,5,5,0.762365
11,12,1,2,0.237635
11,12,1,5,0.762365
11,12,2,2,0.27882
11,12,2,5,0.72118
11,12,3,2,0.27882
11,12,3,5,0.72118
11,12,4,2,0.237635
11,12,4,5,0.762365
11,12,5,2,0.237635
11,12,5,5,0.762365
21,12,1,2,0.237635
21,12,1,5,0.762365
21,12,2,2,0.27882
21,12,2,5,0.72118
21,12,3,2,0.27882
21,12,3,5,0.72118
21,12,4,2,0.237635
21,12,4,5,0.762365
21,12,5,2,0.237635
21,12,5,5,0.762365
31,12,1,2,0.237635
31,12,1,5,0.762365
31,12,2,2,0.27882
31,12,2,5,0.72118
31,12,3,2,0.27882
31,12,3,5,0.72118
31,12,4,2,0.237635
31,12,4,5,0.762365
31,12,5,2,0.237635
31,12,5,5,0.762365
32,12,1,2,0.237635
32,12,1,5,0.762365
32,12,2,2,0.27882
32,12,2,5,0.72118
32,12,3,2,0.27882
32,12,3,5,0.72118
32,12,4,2,0.237635
32,12,4,5,0.762365
32,12,5,2,0.237635
32,12,5,5,0.762365
41,12,1,2,0.237635
41,12,1,5,0.762365
41,12,2,2,0.27882
41,12,2,5,0.72118
41,12,3,2,0.27882
41,12,3,5,0.72118
41,12,4,2,0.237635
41,12,4,5,0.762365
41,12,5,2,0.237635
41,12,5,5,0.762365
42,12,1,2,0.237635
42,12,1,5,0.762365
42,12,2,2,0.27882
42,12,2,5,0.72118
42,12,3,2,0.27882
42,12,3,5,0.72118
42,12,4,2,0.237635
42,12,4,5,0.762365
42,12,5,2,0.237635
42,12,5,5,0.762365
43,12,1,2,0.237635
43,12,1,5,0.762365
43,12,2,2,0.27882
43,12,2,5,0.72118
43,12,3,2,0.27882
43,12,3,5,0.72118
43,12,4,2,0.237635
43,12,4,5,0.762365
43,12,5,2,0.237635
43,12,5,5,0.762365
51,12,1,2,0.237635
51,12,1,5,0.762365
51,12,2,2,0.27882
51,12,2,5,0.72118
51,12,3,2,0.27882
51,12,3,5,0.72118
51,12,4,2,0.237635
51,12,4,5,0.762365
51,12,5,2,0.237635
51,12,5,5,0.762365
52,12,1,2,0.237635
52,12,1,5,0.762365
52,12,2,2,0.27882
52,12,2,5,0.72118
52,12,3,2,0.27882
52,12,3,5,0.72118
52,12,4,2,0.237635
52,12,4,5,0.762365
52,12,5,2,0.237635
52,12,5,5,0.762365
53,12,1,2,0.237635
53,12,1,5,0.762365
53,12,2,2,0.27882
53,12,2,5,0.72118
53,12,3,2,0.27882
53,12,3,5,0.72118
53,12,4,2,0.237635
53,12,4,5,0.762365
53,12,5,2,0.237635
53,12,5,5,0.762365
54,12,1,2,0.237635
54,12,1,5,0.762365
54,12,2,2,0.27882
54,12,2,5,0.72118
54,12,3,2,0.27882
54,12,3,5,0.72118
54,12,4,2,0.237635
54,12,4,5,0.762365
54,12,5,2,0.237635
54,12,5,5,0.762365
61,12,1,2,0.237635
61,12,1,5,0.762365
61,12,2,2,0.27882
61,12,2,5,0.72118
61,12,3,2,0.27882
61,12,3,5,0.72118
61,12,4,2,0.237635
61,12,4,5,0.762365
61,12,5,2,0.237635
61,12,5,5,0.762365
62,12,1,2,0.237635
62,12,1,5,0.762365
62,12,2,2,0.27882
62,12,2,5,0.72118
62,12,3,2,0.27882
62,12,3,5,0.72118
62,12,4,2,0.237635
62,12,4,5,0.762365
62,12,5,2,0.237635
62,12,5,5,0.762365
