sourceTypeID,roadTypeID,dayID,hourID,hourVMTFraction
11,1,2,1,0.0214739
11,1,2,2,0.0144428
11,1,2,3,0.0109684
11,1,2,4,0.00749451
11,1,2,5,0.00683855
11,1,2,6,0.0103588
11,1,2,7,0.0184304
11,1,2,8,0.0268117
11,1,2,9,0.0363852
11,1,2,10,0.0475407
11,1,2,11,0.0574664
11,1,2,12,0.0650786
11,1,2,13,0.0713228
11,1,2,14,0.0714917
11,1,2,15,0.0717226
11,1,2,16,0.0720061
11,1,2,17,0.0711487
11,1,2,18,0.0678874
11,1,2,19,0.0617718
11,1,2,20,0.0516882
11,1,2,21,0.0428658
11,1,2,22,0.0380302
11,1,2,23,0.0322072
11,1,2,24,0.0245677
11,1,5,1,0.00986211
11,1,5,2,0.00627248
11,1,5,3,0.00505767
11,1,5,4,0.00466686
11,1,5,5,0.00699469
11,1,5,6,0.018494
11,1,5,7,0.0459565
11,1,5,8,0.0696444
11,1,5,9,0.0608279
11,1,5,10,0.0502862
11,1,5,11,0.0499351
11,1,5,12,0.0543654
11,1,5,13,0.0576462
11,1,5,14,0.0580319
11,1,5,15,0.0622554
11,1,5,16,0.0710049
11,1,5,17,0.0769725
11,1,5,18,0.077432
11,1,5,19,0.059783
11,1,5,20,0.0443923
11,1,5,21,0.0354458
11,1,5,22,0.031824
11,1,5,23,0.0249419
11,1,5,24,0.0179068
11,2,2,1,0.0164213
11,2,2,2,0.0111921
11,2,2,3,0.0085415
11,2,2,4,0.00679328
11,2,2,5,0.00721894
11,2,2,6,0.0107619
11,2,2,7,0.01768
11,2,2,8,0.0268751
11,2,2,9,0.0386587
11,2,2,10,0.0522389
11,2,2,11,0.0631739
11,2,2,12,0.0699435
11,2,2,13,0.0729332
11,2,2,14,0.0731218
11,2,2,15,0.0736159
11,2,2,16,0.0744608
11,2,2,17,0.0742165
11,2,2,18,0.0700091
11,2,2,19,0.0614038
11,2,2,20,0.0505043
11,2,2,21,0.0412072
11,2,2,22,0.0336373
11,2,2,23,0.0262243
11,2,2,24,0.0191666
11,2,5,1,0.0107741
11,2,5,2,0.00764376
11,2,5,3,0.00654641
11,2,5,4,0.00663486
11,2,5,5,0.00953999
11,2,5,6,0.0200551
11,2,5,7,0.0410295
11,2,5,8,0.0579722
11,2,5,9,0.0534711
11,2,5,10,0.0525478
11,2,5,11,0.0550607
11,2,5,12,0.0576741
11,2,5,13,0.0591429
11,2,5,14,0.0608019
11,2,5,15,0.0652985
11,2,5,16,0.0726082
11,2,5,17,0.0773817
11,2,5,18,0.0754816
11,2,5,19,0.0587059
11,2,5,20,0.0439864
11,2,5,21,0.0357309
11,2,5,22,0.0307428
11,2,5,23,0.0238521
11,2,5,24,0.0173177
11,3,2,1,0.0164213
11,3,2,2,0.0111921
11,3,2,3,0.0085415
11,3,2,4,0.00679328
11,3,2,5,0.00721894
11,3,2,6,0.0107619
11,3,2,7,0.01768
11,3,2,8,0.0268751
11,3,2,9,0.0386587
11,3,2,10,0.0522389
11,3,2,11,0.0631739
11,3,2,12,0.0699435
11,3,2,13,0.0729332
11,3,2,14,0.0731218
11,3,2,15,0.0736159
11,3,2,16,0.0744608
11,3,2,17,0.0742165
11,3,2,18,0.0700091
11,3,2,19,0.0614038
11,3,2,20,0.0505043
11,3,2,21,0.0412072
11,3,2,22,0.0336373
11,3,2,23,0.0262243
11,3,2,24,0.0191666
11,3,5,1,0.0107741
11,3,5,2,0.00764376
11,3,5,3,0.00654641
11,3,5,4,0.00663486
11,3,5,5,0.00953999
11,3,5,6,0.0200551
11,3,5,7,0.0410295
11,3,5,8,0.0579722
11,3,5,9,0.0534711
11,3,5,10,0.0525478
11,3,5,11,0.0550607
11,3,5,12,0.0576741
11,3,5,13,0.0591429
11,3,5,14,0.0608019
11,3,5,15,0.0652985
11,3,5,16,0.0726082
11,3,5,17,0.0773817
11,3,5,18,0.0754816
11,3,5,19,0.0587059
11,3,5,20,0.0439864
11,3,5,21,0.0357309
11,3,5,22,0.0307428
11,3,5,23,0.0238521
11,3,5,24,0.0173177
11,4,2,1,0.0214739
11,4,2,2,0.0144428
11,4,2,3,0.0109684
11,4,2,4,0.00749451
11,4,2,5,0.00683855
11,4,2,6,0.0103588
11,4,2,7,0.0184304
11,4,2,8,0.0268117
11,4,2,9,0.0363852
11,4,2,10,0.0475407
11,4,2,11,0.0574664
11,4,2,12,0.0650786
11,4,2,13,0.0713228
11,4,2,14,0.0714917
11,4,2,15,0.0717226
11,4,2,16,0.0720061
11,4,2,17,0.0711487
11,4,2,18,0.0678874
11,4,2,19,0.0617718
11,4,2,20,0.0516882
11,4,2,21,0.0428658
11,4,2,22,0.0380302
11,4,2,23,0.0322072
11,4,2,24,0.0245677
11,4,5,1,0.00986211
11,4,5,2,0.00627248
11,4,5,3,0.00505767
11,4,5,4,0.00466686
11,4,5,5,0.00699469
11,4,5,6,0.018494
11,4,5,7,0.0459565
11,4,5,8,0.0696444
11,4,5,9,0.0608279
11,4,5,10,0.0502862
11,4,5,11,0.0499351
11,4,5,12,0.0543654
11,4,5,13,0.0576462
11,4,5,14,0.0580319
11,4,5,15,0.0622554
11,4,5,16,0.0710049
11,4,5,17,0.0769725
11,4,5,18,0.077432
11,4,5,19,0.059783
11,4,5,20,0.0443923
11,4,5,21,0.0354458
11,4,5,22,0.031824
11,4,5,23,0.0249419
11,4,5,24,0.0179068
11,5,2,1,0.0214739
11,5,2,2,0.0144428
11,5,2,3,0.0109684
11,5,2,4,0.00749451
11,5,2,5,0.00683855
11,5,2,6,0.0103588
11,5,2,7,0.0184304
11,5,2,8,0.0268117
11,5,2,9,0.0363852
11,5,2,10,0.0475407
11,5,2,11,0.0574664
11,5,2,12,0.0650786
11,5,2,13,0.0713228
11,5,2,14,0.0714917
11,5,2,15,0.0717226
11,5,2,16,0.0720061
11,5,2,17,0.0711487
11,5,2,18,0.0678874
11,5,2,19,0.0617718
11,5,2,20,0.0516882
11,5,2,21,0.0428658
11,5,2,22,0.0380302
11,5,2,23,0.0322072
11,5,2,24,0.0245677
11,5,5,1,0.00986211
11,5,5,2,0.00627248
11,5,5,3,0.00505767
11,5,5,4,0.00466686
11,5,5,5,0.00699469
11,5,5,6,0.018494
11,5,5,7,0.0459565
11,5,5,8,0.0696444
11,5,5,9,0.0608279
11,5,5,10,0.0502862
11,5,5,11,0.0499351
11,5,5,12,0.0543654
11,5,5,13,0.0576462
11,5,5,14,0.0580319
11,5,5,15,0.0622554
11,5,5,16,0.0710049
11,5,5,17,0.0769725
11,5,5,18,0.077432
11,5,5,19,0.059783
11,5,5,20,0.0443923
11,5,5,21,0.0354458
11,5,5,22,0.031824
11,5,5,23,0.0249419
11,5,5,24,0.0179068
21,1,2,1,0.0214739
21,1,2,2,0.0144428
21,1,2,3,0.0109684
21,1,2,4,0.00749451
21,1,2,5,0.00683855
21,1,2,6,0.0103588
21,1,2,7,0.0184304
21,1,2,8,0.0268117
21,1,2,9,0.0363852
21,1,2,10,0.0475407
21,1,2,11,0.0574664
21,1,2,12,0.0650786
21,1,2,13,0.0713228
21,1,2,14,0.0714917
21,1,2,15,0.0717226
21,1,2,16,0.0720061
21,1,2,17,0.0711487
21,1,2,18,0.0678874
21,1,2,19,0.0617718
21,1,2,20,0.0516882
21,1,2,21,0.0428658
21,1,2,22,0.0380302
21,1,2,23,0.0322072
21,1,2,24,0.0245677
21,1,5,1,0.00986211
21,1,5,2,0.00627248
21,1,5,3,0.00505767
21,1,5,4,0.00466686
21,1,5,5,0.00699469
21,1,5,6,0.018494
21,1,5,7,0.0459565
21,1,5,8,0.0696444
21,1,5,9,0.0608279
21,1,5,10,0.0502862
21,1,5,11,0.0499351
21,1,5,12,0.0543654
21,1,5,13,0.0576462
21,1,5,14,0.0580319
21,1,5,15,0.0622554
21,1,5,16,0.0710049
21,1,5,17,0.0769725
21,1,5,18,0.077432
21,1,5,19,0.059783
21,1,5,20,0.0443923
21,1,5,21,0.0354458
21,1,5,22,0.031824
21,1,5,23,0.0249419
21,1,5,24,0.0179068
21,2,2,1,0.0164213
21,2,2,2,0.0111921
21,2,2,3,0.0085415
21,2,2,4,0.00679328
21,2,2,5,0.00721894
21,2,2,6,0.0107619
21,2,2,7,0.01768
21,2,2,8,0.0268751
21,2,2,9,0.0386587
21,2,2,10,0.0522389
21,2,2,11,0.0631739
21,2,2,12,0.0699435
21,2,2,13,0.0729332
21,2,2,14,0.0731218
21,2,2,15,0.0736159
21,2,2,16,0.0744608
21,2,2,17,0.0742165
21,2,2,18,0.0700091
21,2,2,19,0.0614038
21,2,2,20,0.0505043
21,2,2,21,0.0412072
21,2,2,22,0.0336373
21,2,2,23,0.0262243
21,2,2,24,0.0191666
21,2,5,1,0.0107741
21,2,5,2,0.00764376
21,2,5,3,0.00654641
21,2,5,4,0.00663486
21,2,5,5,0.00953999
21,2,5,6,0.0200551
21,2,5,7,0.0410295
21,2,5,8,0.0579722
21,2,5,9,0.0534711
21,2,5,10,0.0525478
21,2,5,11,0.0550607
21,2,5,12,0.0576741
21,2,5,13,0.0591429
21,2,5,14,0.0608019
21,2,5,15,0.0652985
21,2,5,16,0.0726082
21,2,5,17,0.0773817
21,2,5,18,0.0754816
21,2,5,19,0.0587059
21,2,5,20,0.0439864
21,2,5,21,0.0357309
21,2,5,22,0.0307428
21,2,5,23,0.0238521
21,2,5,24,0.0173177
21,3,2,1,0.0164213
21,3,2,2,0.0111921
21,3,2,3,0.0085415
21,3,2,4,0.00679328
21,3,2,5,0.00721894
21,3,2,6,0.0107619
21,3,2,7,0.01768
21,3,2,8,0.0268751
21,3,2,9,0.0386587
21,3,2,10,0.0522389
21,3,2,11,0.0631739
21,3,2,12,0.0699435
21,3,2,13,0.0729332
21,3,2,14,0.0731218
21,3,2,15,0.0736159
21,3,2,16,0.0744608
21,3,2,17,0.0742165
21,3,2,18,0.0700091
21,3,2,19,0.0614038
21,3,2,20,0.0505043
21,3,2,21,0.0412072
21,3,2,22,0.0336373
21,3,2,23,0.0262243
21,3,2,24,0.0191666
21,3,5,1,0.0107741
21,3,5,2,0.00764376
21,3,5,3,0.00654641
21,3,5,4,0.00663486
21,3,5,5,0.00953999
21,3,5,6,0.0200551
21,3,5,7,0.0410295
21,3,5,8,0.0579722
21,3,5,9,0.0534711
21,3,5,10,0.0525478
21,3,5,11,0.0550607
21,3,5,12,0.0576741
21,3,5,13,0.0591429
21,3,5,14,0.0608019
21,3,5,15,0.0652985
21,3,5,16,0.0726082
21,3,5,17,0.0773817
21,3,5,18,0.0754816
21,3,5,19,0.0587059
21,3,5,20,0.0439864
21,3,5,21,0.0357309
21,3,5,22,0.0307428
21,3,5,23,0.0238521
21,3,5,24,0.0173177
21,4,2,1,0.0214739
21,4,2,2,0.0144428
21,4,2,3,0.0109684
21,4,2,4,0.00749451
21,4,2,5,0.00683855
21,4,2,6,0.0103588
21,4,2,7,0.0184304
21,4,2,8,0.0268117
21,4,2,9,0.0363852
21,4,2,10,0.0475407
21,4,2,11,0.0574664
21,4,2,12,0.0650786
21,4,2,13,0.0713228
21,4,2,14,0.0714917
21,4,2,15,0.0717226
21,4,2,16,0.0720061
21,4,2,17,0.0711487
21,4,2,18,0.0678874
21,4,2,19,0.0617718
21,4,2,20,0.0516882
21,4,2,21,0.0428658
21,4,2,22,0.0380302
21,4,2,23,0.0322072
21,4,2,24,0.0245677
21,4,5,1,0.00986211
21,4,5,2,0.00627248
21,4,5,3,0.00505767
21,4,5,4,0.00466686
21,4,5,5,0.00699469
21,4,5,6,0.018494
21,4,5,7,0.0459565
21,4,5,8,0.0696444
21,4,5,9,0.0608279
21,4,5,10,0.0502862
21,4,5,11,0.0499351
21,4,5,12,0.0543654
21,4,5,13,0.0576462
21,4,5,14,0.0580319
21,4,5,15,0.0622554
21,4,5,16,0.0710049
21,4,5,17,0.0769725
21,4,5,18,0.077432
21,4,5,19,0.059783
21,4,5,20,0.0443923
21,4,5,21,0.0354458
21,4,5,22,0.031824
21,4,5,23,0.0249419
21,4,5,24,0.0179068
21,5,2,1,0.0214739
21,5,2,2,0.0144428
21,5,2,3,0.0109684
21,5,2,4,0.00749451
21,5,2,5,0.00683855
21,5,2,6,0.0103588
21,5,2,7,0.0184304
21,5,2,8,0.0268117
21,5,2,9,0.0363852
21,5,2,10,0.0475407
21,5,2,11,0.0574664
21,5,2,12,0.0650786
21,5,2,13,0.0713228
21,5,2,14,0.0714917
21,5,2,15,0.0717226
21,5,2,16,0.0720061
21,5,2,17,0.0711487
21,5,2,18,0.0678874
21,5,2,19,0.0617718
21,5,2,20,0.0516882
21,5,2,21,0.0428658
21,5,2,22,0.0380302
21,5,2,23,0.0322072
21,5,2,24,0.0245677
21,5,5,1,0.00986211
21,5,5,2,0.00627248
21,5,5,3,0.00505767
21,5,5,4,0.00466686
21,5,5,5,0.00699469
21,5,5,6,0.018494
21,5,5,7,0.0459565
21,5,5,8,0.0696444
21,5,5,9,0.0608279
21,5,5,10,0.0502862
21,5,5,11,0.0499351
21,5,5,12,0.0543654
21,5,5,13,0.0576462
21,5,5,14,0.0580319
21,5,5,15,0.0622554
21,5,5,16,0.0710049
21,5,5,17,0.0769725
21,5,5,18,0.077432
21,5,5,19,0.059783
21,5,5,20,0.0443923
21,5,5,21,0.0354458
21,5,5,22,0.031824
21,5,5,23,0.0249419
21,5,5,24,0.0179068
31,1,2,1,0.0214739
31,1,2,2,0.0144428
31,1,2,3,0.0109684
31,1,2,4,0.00749451
31,1,2,5,0.00683855
31,1,2,6,0.0103588
31,1,2,7,0.0184304
31,1,2,8,0.0268117
31,1,2,9,0.0363852
31,1,2,10,0.0475407
31,1,2,11,0.0574664
31,1,2,12,0.0650786
31,1,2,13,0.0713228
31,1,2,14,0.0714917
31,1,2,15,0.0717226
31,1,2,16,0.0720061
31,1,2,17,0.0711487
31,1,2,18,0.0678874
31,1,2,19,0.0617718
31,1,2,20,0.0516882
31,1,2,21,0.0428658
31,1,2,22,0.0380302
31,1,2,23,0.0322072
31,1,2,24,0.0245677
31,1,5,1,0.00986211
31,1,5,2,0.00627248
31,1,5,3,0.00505767
31,1,5,4,0.00466686
31,1,5,5,0.00699469
31,1,5,6,0.018494
31,1,5,7,0.0459565
31,1,5,8,0.0696444
31,1,5,9,0.0608279
31,1,5,10,0.0502862
31,1,5,11,0.0499351
31,1,5,12,0.0543654
31,1,5,13,0.0576462
31,1,5,14,0.0580319
31,1,5,15,0.0622554
31,1,5,16,0.0710049
31,1,5,17,0.0769725
31,1,5,18,0.077432
31,1,5,19,0.059783
31,1,5,20,0.0443923
31,1,5,21,0.0354458
31,1,5,22,0.031824
31,1,5,23,0.0249419
31,1,5,24,0.0179068
31,2,2,1,0.0164213
31,2,2,2,0.0111921
31,2,2,3,0.0085415
31,2,2,4,0.00679328
31,2,2,5,0.00721894
31,2,2,6,0.0107619
31,2,2,7,0.01768
31,2,2,8,0.0268751
31,2,2,9,0.0386587
31,2,2,10,0.0522389
31,2,2,11,0.0631739
31,2,2,12,0.0699435
31,2,2,13,0.0729332
31,2,2,14,0.0731218
31,2,2,15,0.0736159
31,2,2,16,0.0744608
31,2,2,17,0.0742165
31,2,2,18,0.0700091
31,2,2,19,0.0614038
31,2,2,20,0.0505043
31,2,2,21,0.0412072
31,2,2,22,0.0336373
31,2,2,23,0.0262243
31,2,2,24,0.0191666
31,2,5,1,0.0107741
31,2,5,2,0.00764376
31,2,5,3,0.00654641
31,2,5,4,0.00663486
31,2,5,5,0.00953999
31,2,5,6,0.0200551
31,2,5,7,0.0410295
31,2,5,8,0.0579722
31,2,5,9,0.0534711
31,2,5,10,0.0525478
31,2,5,11,0.0550607
31,2,5,12,0.0576741
31,2,5,13,0.0591429
31,2,5,14,0.0608019
31,2,5,15,0.0652985
31,2,5,16,0.0726082
31,2,5,17,0.0773817
31,2,5,18,0.0754816
31,2,5,19,0.0587059
31,2,5,20,0.0439864
31,2,5,21,0.0357309
31,2,5,22,0.0307428
31,2,5,23,0.0238521
31,2,5,24,0.0173177
31,3,2,1,0.0164213
31,3,2,2,0.0111921
31,3,2,3,0.0085415
31,3,2,4,0.00679328
31,3,2,5,0.00721894
31,3,2,6,0.0107619
31,3,2,7,0.01768
31,3,2,8,0.0268751
31,3,2,9,0.0386587
31,3,2,10,0.0522389
31,3,2,11,0.0631739
31,3,2,12,0.0699435
31,3,2,13,0.0729332
31,3,2,14,0.0731218
31,3,2,15,0.0736159
31,3,2,16,0.0744608
31,3,2,17,0.0742165
31,3,2,18,0.0700091
31,3,2,19,0.0614038
31,3,2,20,0.0505043
31,3,2,21,0.0412072
31,3,2,22,0.0336373
31,3,2,23,0.0262243
31,3,2,24,0.0191666
31,3,5,1,0.0107741
31,3,5,2,0.00764376
31,3,5,3,0.00654641
31,3,5,4,0.00663486
31,3,5,5,0.00953999
31,3,5,6,0.0200551
31,3,5,7,0.0410295
31,3,5,8,0.0579722
31,3,5,9,0.0534711
31,3,5,10,0.0525478
31,3,5,11,0.0550607
31,3,5,12,0.0576741
31,3,5,13,0.0591429
31,3,5,14,0.0608019
31,3,5,15,0.0652985
31,3,5,16,0.0726082
31,3,5,17,0.0773817
31,3,5,18,0.0754816
31,3,5,19,0.0587059
31,3,5,20,0.0439864
31,3,5,21,0.0357309
31,3,5,22,0.0307428
31,3,5,23,0.0238521
31,3,5,24,0.0173177
31,4,2,1,0.0214739
31,4,2,2,0.0144428
31,4,2,3,0.0109684
31,4,2,4,0.00749451
31,4,2,5,0.00683855
31,4,2,6,0.0103588
31,4,2,7,0.0184304
31,4,2,8,0.0268117
31,4,2,9,0.0363852
31,4,2,10,0.0475407
31,4,2,11,0.0574664
31,4,2,12,0.0650786
31,4,2,13,0.0713228
31,4,2,14,0.0714917
31,4,2,15,0.0717226
31,4,2,16,0.0720061
31,4,2,17,0.0711487
31,4,2,18,0.0678874
31,4,2,19,0.0617718
31,4,2,20,0.0516882
31,4,2,21,0.0428658
31,4,2,22,0.0380302
31,4,2,23,0.0322072
31,4,2,24,0.0245677
31,4,5,1,0.00986211
31,4,5,2,0.00627248
31,4,5,3,0.00505767
31,4,5,4,0.00466686
31,4,5,5,0.00699469
31,4,5,6,0.018494
31,4,5,7,0.0459565
31,4,5,8,0.0696444
31,4,5,9,0.0608279
31,4,5,10,0.0502862
31,4,5,11,0.0499351
31,4,5,12,0.0543654
31,4,5,13,0.0576462
31,4,5,14,0.0580319
31,4,5,15,0.0622554
31,4,5,16,0.0710049
31,4,5,17,0.0769725
31,4,5,18,0.077432
31,4,5,19,0.059783
31,4,5,20,0.0443923
31,4,5,21,0.0354458
31,4,5,22,0.031824
31,4,5,23,0.0249419
31,4,5,24,0.0179068
31,5,2,1,0.0214739
31,5,2,2,0.0144428
31,5,2,3,0.0109684
31,5,2,4,0.00749451
31,5,2,5,0.00683855
31,5,2,6,0.0103588
31,5,2,7,0.0184304
31,5,2,8,0.0268117
31,5,2,9,0.0363852
31,5,2,10,0.0475407
31,5,2,11,0.0574664
31,5,2,12,0.0650786
31,5,2,13,0.0713228
31,5,2,14,0.0714917
31,5,2,15,0.0717226
31,5,2,16,0.0720061
31,5,2,17,0.0711487
31,5,2,18,0.0678874
31,5,2,19,0.0617718
31,5,2,20,0.0516882
31,5,2,21,0.0428658
31,5,2,22,0.0380302
31,5,2,23,0.0322072
31,5,2,24,0.0245677
31,5,5,1,0.00986211
31,5,5,2,0.00627248
31,5,5,3,0.00505767
31,5,5,4,0.00466686
31,5,5,5,0.00699469
31,5,5,6,0.018494
31,5,5,7,0.0459565
31,5,5,8,0.0696444
31,5,5,9,0.0608279
31,5,5,10,0.0502862
31,5,5,11,0.0499351
31,5,5,12,0.0543654
31,5,5,13,0.0576462
31,5,5,14,0.0580319
31,5,5,15,0.0622554
31,5,5,16,0.0710049
31,5,5,17,0.0769725
31,5,5,18,0.077432
31,5,5,19,0.059783
31,5,5,20,0.0443923
31,5,5,21,0.0354458
31,5,5,22,0.031824
31,5,5,23,0.0249419
31,5,5,24,0.0179068
32,1,2,1,0.0214739
32,1,2,2,0.0144428
32,1,2,3,0.0109684
32,1,2,4,0.00749451
32,1,2,5,0.00683855
32,1,2,6,0.0103588
32,1,2,7,0.0184304
32,1,2,8,0.0268117
32,1,2,9,0.0363852
32,1,2,10,0.0475407
32,1,2,11,0.0574664
32,1,2,12,0.0650786
32,1,2,13,0.0713228
32,1,2,14,0.0714917
32,1,2,15,0.0717226
32,1,2,16,0.0720061
32,1,2,17,0.0711487
32,1,2,18,0.0678874
32,1,2,19,0.0617718
32,1,2,20,0.0516882
32,1,2,21,0.0428658
32,1,2,22,0.0380302
32,1,2,23,0.0322072
32,1,2,24,0.0245677
32,1,5,1,0.00986211
32,1,5,2,0.00627248
32,1,5,3,0.00505767
32,1,5,4,0.00466686
32,1,5,5,0.00699469
32,1,5,6,0.018494
32,1,5,7,0.0459565
32,1,5,8,0.0696444
32,1,5,9,0.0608279
32,1,5,10,0.0502862
32,1,5,11,0.0499351
32,1,5,12,0.0543654
32,1,5,13,0.0576462
32,1,5,14,0.0580319
32,1,5,15,0.0622554
32,1,5,16,0.0710049
32,1,5,17,0.0769725
32,1,5,18,0.077432
32,1,5,19,0.059783
32,1,5,20,0.0443923
32,1,5,21,0.0354458
32,1,5,22,0.031824
32,1,5,23,0.0249419
32,1,5,24,0.0179068
32,2,2,1,0.0164213
32,2,2,2,0.0111921
32,2,2,3,0.0085415
32,2,2,4,0.00679328
32,2,2,5,0.00721894
32,2,2,6,0.0107619
32,2,2,7,0.01768
32,2,2,8,0.0268751
32,2,2,9,0.0386587
32,2,2,10,0.0522389
